ID pregunta,Historia inglés,Pregunta inglés,Respuesta inglés,Historia español,
90cf0a9fed0c0c9187b5dce36751b0c8f06b99b2.1,"Washington (CNN) -- In the largest alleged BP oil spill-related scam uncovered to date, federal authorities on Thursday charged two Floridians with taking ${340,000} in funds intended for victims of last year's environmental disaster in the Gulf of Mexico.",What figure are they alleged to have claimed ?,340000,"Washington (CNN) -- En la mayor estafa supuestamente relacionada con derrames de petróleo de BP descubierta hasta la fecha, las autoridades federales acusaron el jueves a dos floridanos de tomar ${340.000} en fondos destinados a las víctimas del desastre ambiental del año pasado en el Golfo de México.",
6fcdfd367f5f6d8ad93f8957acc4811b78e70917.2,"Many here will tell you they still have not come to terms with their fate after the war. Seven decades after the start of {World War II}, the conflict still defines Polish identity and history.",What defines Polish identity and history ?,World War II,"Muchos aquí les dirán que todavía no han llegado a un acuerdo con su destino después de la guerra. Siete décadas después del comienzo de {la Segunda Guerra Mundial}, el conflicto todavía define la identidad y la historia polaca.",
a433aab008ad2edca7f992f3a88f4f95fb4a6e22.2,"The Afghan government, a United Nations review and other reports from the region state that as many as {90} civilians were killed in an August 22 airstrike, but the Pentagon has adamantly disputed the death toll.",Reports say how many civilians were killed in the strike ?,90,"El gobierno afgano, una revisión de las Naciones Unidas y otros informes de la región afirman que hasta {90} civiles fueron asesinados en un ataque aéreo del 22 de agosto, pero el Pentágono ha cuestionado categóricamente el número de muertos.",
364af202ca97bc533b9cfb5a77af4dd8a8d69110.2,"{RootMetrics} recently compared 4G networks from the four major U.S. carriers in 27 cities. Across all cities, Verizon performed at 4G speeds in 66% of tests.",WHo compared them,RootMetrics,"{RootMetrics} comparó recientemente las redes 4G de los cuatro principales operadores estadounidenses en 27 ciudades. En todas las ciudades, Verizon realizó a velocidades 4G en el 66% de las pruebas.",
6f277349ec3fed546e8029b3bb7a7e3d073fd067.5,"ADDIS ABABA, Ethiopia (CNN) -- African leaders have chosen Libyan President Moammar Gadhafi as {chairman of the African Union}, according to Ethiopian and Libyan official news agencies.",What was his position ?,chairman of the African Union,"ADDIS ABABA (Etiopía) - Los dirigentes africanos han elegido al Presidente libio Moammar Gadhafi como {presidente de la Unión Africana}, según las agencias oficiales de noticias etíopes y libias.",
7e7d7f8f293e4750bc9a403cf8b46cda25fe616a.4,(CNN) -- Commentators who have watched the conflict in Northern Ireland play out for decades call the peace process {a miracle}.,What did the commentators call the peace process ?,a miracle,(CNN) -- Los comentaristas que han observado el conflicto en Irlanda del Norte durante décadas llaman al proceso de paz {un milagro}.,
9814600b03458475607fa2e4e9f1637138b7c9bf.4,"What to do: Sip Rio's best caipirinhas, the national cocktail, at Club Chocolate; spend a day at Posto 10 (the city's chicest beach); or for authentic {samba} music, head to Carioca a Gema (but never before 11 P.M.).",What dance can you learn at Fasano ?,samba,"Qué hacer: Sip Rio's best caipirinhas, el cóctel nacional, en el Club Chocolate; pasar un día en Posto 10 (la playa más chic de la ciudad); o para la música de {samba} auténtica, dirigirse a Carioca a Gema (pero nunca antes de las 11 p.m.).",
058ceacd672e573e736867c0a5bdd25061fbb400.7,"Washington (CNN) -- As the Martin Luther King Jr. National Memorial was officially dedicated Sunday, speakers called for {carrying on King's ideals and values and confronting issues including bullying and social and economic justice} for all Americans.",What do the speakers at the ceremony urge ?,carrying on King 's ideals and values and confronting issues including bullying and social and economic justice,"Washington (CNN) -- Como el Martin Luther King Jr. National Memorial fue oficialmente dedicado el domingo, los oradores pidieron {continuar con los ideales y valores de King y enfrentar cuestiones como el acoso y la justicia social y económica} para todos los estadounidenses.",
4fd3285b643696cd49f08c14b0d482e559f32eed.4,Lewis is suspected in the October 31 shooting of Philadelphia Police Officer {Chuck Cassidy}.,Who was shot at the doughnut shop last week ?,Chuck Cassidy,"Lewis es sospechoso en el tiroteo del 31 de octubre contra {Chuck Cassidy}, agente de policía de Filadelfia.",
ac714c9d3a95be64b24a3a7fc19c3460128d950c.6,Worst in Britain: {The Bullring Shopping Centre in Birmingham} was voted as the country's ugliest building.,What was voted Britain 's ugliest building ?,The Bullring Shopping Centre in Birmingham,Lo peor de Gran Bretaña: {El centro comercial Bullring en Birmingham} fue votado como el edificio más feo del país.,
19e9c694e67ffa2e5678e669907f7a1c777ab8f3.1,"{Stereo Bluetooth headsets} come in many shapes and sizes, from the behind-the-ear style of the Motorola Rokr S9 to the over-the-head style of the Jabra BT8030.",What type of product is Jabra BT3030 ?,Stereo Bluetooth headsets,"{Los auriculares estéreo Bluetooth} vienen en muchas formas y tamaños, desde el estilo detrás de la oreja del Motorola Rokr S9 hasta el estilo sobre la cabeza del Jabra BT8030.",
8b20272b39a9a4423846e2af74625a5c56c25525.2,"The airplane took off from {Casa de Campo International Airport in the Dominican Republic} and was supposed to land at the Luis Muñoz Marin International Airport in Carolina to clear U.S. Customs before going on to the Isla Grande Airport in San Juan, the Coast Guard said.",Where did the pilot and passengers take off from ?,Casa de Campo International Airport in the Dominican Republic,"El avión despegó del {Aeropuerto Internacional Casa de Campo en la República Dominicana} y se suponía que aterrizaría en el Aeropuerto Internacional Luis Muñoz Marín en Carolina para despejar la Aduana de Estados Unidos antes de ir al Aeropuerto Isla Grande en San Juan, dijo la Guardia Costera.",
393a733f9de03f4e75182aab00be57cb5a2ed203.3,"""{The terrorism attacks that took place today require, without a doubt, the re-evaluation of our plans and our security mechanisms to face the challenges of terrorism},"" Iraqi Prime Minister Nuri al-Maliki said in a written statement.",what did the pm say,"The terrorism attacks that took place today require , without a doubt , the re-evaluation of our plans and our security mechanisms to face the challenges of terrorism","""{Los ataques terroristas que tuvieron lugar hoy requieren, sin duda, la reevaluación de nuestros planes y nuestros mecanismos de seguridad para enfrentar los desafíos del terrorismo}"", dijo el primer ministro iraquí Nuri al-Maliki en una declaración escrita.",
785fb718cc313e62dd26d70bc6de57724e779d41.8,"BOSTON, Massachusetts (CNN) -- In his first public appearance since the ""Beer Summit"" at the White House, {Harvard University} professor Henry Louis Gates joked about his controversial arrest last month in Cambridge, Massachusetts, and said he likes police Sgt. James Crowley.",What school was the professor from ?,Harvard University,"BOSTON, Massachusetts (CNN) -- En su primera aparición pública desde la ""Cerveza Cumbre"" en la Casa Blanca, el profesor de {la Universidad de Harvard} Henry Louis Gates bromeó sobre su polémico arresto el mes pasado en Cambridge, Massachusetts, y dijo que le gusta el sargento de policía James Crowley.",
a8df9a1a9a3dcb2b42859465f2d464c09a75ae32.7,"In Germany's Bundesliga, there was a shock 3-2 defeat for Bayern Munich at {Mainz} Sunday, a result which leaves the Bavarian giants third in the table with reigning champions Borussia Dortmund on top.",Who did Bayern Munich suffer defeat from ?,Mainz,"En la Bundesliga de Alemania, hubo una derrota de 3-2 para el Bayern Munich en el domingo de {Maguncia}, un resultado que deja a los gigantes bávaros tercero en la mesa con la campeona Borussia Dortmund en la cima.",
d470c9860671ae720ccc7df115a46d471b4b900a.6,"In a head-to-head matchup of the two front-runners, Clinton {leads Giuliani 51 percent to 45} percent. That lead has increased since October, when Clinton led Giuliani 49 percent to 47 percent.",Who wins between Clinton and Giuliani,leads Giuliani 51 percent to 45,"En un partido cabeza a cabeza de los dos primeros, Clinton {lleva Giuliani 51 por ciento a 45} por ciento. Esa ventaja ha aumentado desde octubre, cuando Clinton lideró Giuliani 49 por ciento a 47 por ciento.",Mala traducción. Está al frente de Giuliani con un 51 por ciento. 
84bdf4904837039945fdffa37aad599154725f3b.8,"(CNN) -- Last Wednesday, a Twitter fight erupted between technology experts Michael Arrington, founder and former editor of TechCrunch, and {Vivek Wadhwa}, a technology researcher and writer, after a screening of CNN's documentary, ""The New Promised Land: Silicon Valley.""",Who said it was not so ?,Vivek Wadhwa,"(CNN) -- El miércoles pasado, una pelea en Twitter estalló entre los expertos en tecnología Michael Arrington, fundador y ex editor de TechCrunch, y {Vivek Wadhwa}, un investigador y escritor de tecnología, después de una proyección del documental de CNN, ""La nueva tierra prometida: Silicon Valley"".",
8700d2590af27e8290d045019701c0134a6a96f7.1,"LOS ANGELES, California (CNN) -- Investigators have found the knife believed to have been used in the stabbing of a University of California, Los Angeles student {in a chemistry lab}, authorities said Friday.",Where was the woman student stabbed ?,in a chemistry lab,"LOS ÁNGELES, California (CNN) -- Los investigadores han encontrado el cuchillo que se cree que se usó en el apuñalamiento de un estudiante de la Universidad de California, Los Ángeles, {en un laboratorio de química}, dijeron las autoridades el viernes.",
4e84dab02843f3baee9bf5a91a570dca00136297.7,"As the national winner, {Christin} will receive a $15,000 college scholarship, a laptop, and a $25,000 technology grant for her school, in addition to having her artwork featured on the Google site.",Who won the contest ?,Christin,"Como la ganadora nacional, {Christin} recibirá una beca universitaria de 15.000 dólares, una computadora portátil y una subvención tecnológica de 25.000 dólares para su escuela, además de tener sus obras de arte en el sitio de Google.",
3fdef54e297914e07828c5e0df7956bfcc100389.6,"(CNN) -- Four teenage boys in Tampa, Florida, were charged as adults Wednesday on allegations of sexually assaulting a {13-year-old boy}.",How many victims have been raped ?,13-year-old boy,"(CNN) -- Cuatro adolescentes en Tampa, Florida, fueron acusados como adultos el miércoles por acusaciones de agresión sexual a un {niño de 13 años}.",
3e471aee217c2421d941f727f308a59e51d5e476.4,"(CNN) -- A spray-painted anti-Muslim message was discovered Thursday morning on the front of the Al-Farooq Islamic Center in downtown Nashville, Tennessee, according to police. A written note disparaging Islam also was left {at the mosque}, police said.",where was the written note found,at the mosque,"(CNN) -- Un mensaje antimusulmán pintado con spray fue descubierto el jueves por la mañana en el frente del Centro Islámico Al-Farooq en el centro de Nashville, Tennessee, de acuerdo con la policía.Una nota escrita que denigraba al Islam también fue dejada {en la mezquita}, dijo la policía.",
4e2d7e988ef79faa594e3eff5cacd0afa2f58b4e.4,"Capt. Michael Fontana, a nurse at Wilford Hall Medical Center at {Lackland Air Force Base in San Antonio}, Texas, also was charged Monday with conduct unbecoming an officer for changing a medical document.",Where was the hospital located ?,Lackland Air Force Base in San Antonio,"El capitán Michael Fontana, una enfermera del Centro Médico Wilford Hall en {la Base de la Fuerza Aérea Lackland en San Antonio}, Texas, también fue acusado el lunes de conducta impropia de un oficial por cambiar un documento médico.",
aee571e11bf5d92e2a455b4709666181d76a236c.1,"In third, Universal's horror prequel ""The Thing"" didn't scare up many ticket sales this weekend, opening with $8.7 million. The film, which totes a reported $35 million budget, performed below Universal's expectations, becoming the latest 2011 horror film {to not} connect with audiences. Movies like ""Scream 4"" ($38.2 million total), ""The Rite"" ($33 million), and ""Priest"" ($29.1 million) have all struggled at the box office this year. Even ""Thing"" star Mary Elizabeth Winstead's former franchise film, ""Final Destination 5,"" performed unremarkably, earning only $42.1 million. The best comparison for ""The Thing"" is probably ""Don't Be Afraid of the Dark,"" which opened with a similar $8.5 million and finished with $23.2 million. Considering ""The Thing"" earned a weak ""B-"" CinemaScore grade and a sad $2,990 per theater average, that total is about the best it can hope for.",Did The Thing connect with audiences ?,to not,"En tercer lugar, la precuela de terror de Universal ""The Thing"" no asustó a muchas ventas de entradas este fin de semana, abriendo con $8.7 millones. La película, que cuenta con un presupuesto de $35 millones, se ha realizado por debajo de las expectativas de Universal, convirtiéndose en la última película de terror de 2011 {para no} conectarse con el público. Películas como ""Scream 4"" (38,2 millones de dólares en total), ""The Rite"" (33 millones de dólares) y ""Priest"" (29,1 millones de dólares) han luchado en la taquilla este año. Incluso la estrella ""Thing"" Mary Elizabeth Winstead, ex película de franquicias, ""Final Destination 5"", actuó sin parar, ganando sólo $42,1 millones de dólares. La mejor comparación para ""The Thing"" es probablemente ""Don't Be Amerid of the Dark"", que se abrió con una cantidad similar de $8,5 millones y terminó con $23,2 millones.",Mala traducción. Que no conectó con el público. 
356bab6a6fddae0f073b0ce691cf82513e9c85eb.6,"The San Diego, California, family is among a disproportionately high number of {Latino-American families} with overweight and obese children. According to the 2007 National Survey of Children's Health, 16.6 percent of Latino high school students were obese and 18.1 percent were overweight. The corresponding national averages for high school students were 13.3 percent obese and 15.8 percent overweight.",What group suffer with obesity ?,Latino-American families,"La familia San Diego, California, se encuentra entre un número desproporcionadamente alto de {familias latinoamericanas} con niños obesos y con sobrepeso. Según la Encuesta Nacional de Salud Infantil de 2007, el 16,6% de los estudiantes latinos de secundaria eran obesos y el 18,1% tenían sobrepeso.Los promedios nacionales correspondientes para los estudiantes de secundaria eran 13.3 por ciento obesos y 15.8 por ciento de sobrepeso.",
62151fa27f4c6a65da49d8d96eb75d1d37b5c77b.4,"{Annise Parker} Houston's first openly gay mayor will be sworn in today. Parker's election last month also makes her the second woman to become mayor of Houston. Other cities such as Providence, Rhode Island, and Portland, Oregon, have picked openly gay mayors. Houston is the fourth-largest U.S. city.",Which fourth-largest U.S. has openly gay mayor ?,Annise Parker,"Hoy jurará {Annise Parker}, la primera alcaldesa abiertamente gay de Houston. La elección de Parker el mes pasado también la convierte en la segunda mujer en convertirse en alcaldesa de Houston. Otras ciudades como Providence, Rhode Island y Portland, Oregon, han elegido alcaldes abiertamente gays. Houston es la cuarta ciudad más grande de los Estados Unidos.",Faltaba el primer enunciado. 
808f57c9d2d410f9c58f4b184413ce5be74266ed.1,"But {Australian officials} said they've filed a lawsuit with the International Court of Justice in The Hague, Netherlands, to stop Japan from exploiting the research loophole.",who has filed suit with international court ?,Australian officials,"Pero {los funcionarios australianos} dijeron que han presentado una demanda ante la Corte Internacional de Justicia en La Haya, Países Bajos, para evitar que Japón explote la laguna de la investigación.",
ae4c83eca82961d79758e629c133b15d04dca9a9.5,"Unlike previous days, there was fighting in the evening, with {Taliban militants} trying to attack Marine locations with small arms and rocket-propelled grenades. One of the grenades hit close to one of the U.S. positions and a fire broke out.",Who tried to attack Marine locations ?,Taliban militants,"A diferencia de los días anteriores, hubo combates por la noche, con {militantes talibanes} tratando de atacar lugares de la Marina con armas pequeñas y granadas propulsadas por cohetes. Una de las granadas alcanzó cerca de una de las posiciones de Estados Unidos y un incendio estalló.",
705444371cb550e778bd45a380304005fdd62173.7,"Joe Keiper, curator of invertebrate zoology from the Cleveland Museum of Natural History, started consulting with law enforcement in 2001. {His job is to identify the bugs found on bodies and determine their age}, to help police determine the ""post-mortem interval"": the time between death and body discovery.",What does the consultant use to determine the age of the bodies ?,His job is to identify the bugs found on bodies and determine their age,"Joe Keiper, curador de zoología invertebrados del Museo de Historia Natural de Cleveland, comenzó a consultar con las fuerzas del orden en 2001. {Su trabajo es identificar los insectos encontrados en los cuerpos y determinar su edad}, para ayudar a la policía a determinar el ""intervalo post-mortem"": el tiempo entre la muerte y el descubrimiento del cuerpo.",
cef876d93c4fd3add89ba5fa6bff2a0ab72b7959.9,"(CNN) -- A fire at a karaoke bar and discotheque in Medan, in Indonesia's North Sumatra province, killed at least 20 people {Friday night}, according to a hospital.",when did thsi happen,Friday night,"(CNN) -- Un incendio en un bar de karaoke y discoteca en Medan, en la provincia de Sumatra del Norte de Indonesia, mató al menos a 20 personas {el viernes por la noche}, según un hospital.",
fa0a09c7addb0486b70eb925412491f883bd7b86.4,(CNN) -- Iceland is losing its only {three} McDonald's restaurants as a result of the poor economic situation in the country.,How many restaurants will close ?,three,(CNN) -- Islandia está perdiendo sus únicos {tres} restaurantes McDonald's como resultado de la mala situación económica en el país.,
4c0197e451daef8daa5bc44cd6d6ded4de99ab53.5,Firefighters put out the blaze late Wednesday and were able to locate all {three} drivers of the vehicles involved in the crash. The {three} suffered minor injuries.,How many drivers were involved in the crash ?,three,Los bomberos apagaron el fuego a finales del miércoles y pudieron localizar a los {tres} conductores de los vehículos involucrados en el accidente. Los {tres} sufrieron heridas leves.,
6c38ca8a4834290830ada3063afcd43305d2da51.6,"(CNN) -- Search and rescue teams on Friday were trying to reach an airplane that crashed with 18 people aboard in the {mountains of western Indonesia}, an air transportation official said.",Where did the plane crash ?,mountains of western Indonesia,"(CNN) -- Equipos de búsqueda y rescate el viernes estaban tratando de llegar a un avión que se estrelló con 18 personas a bordo en {las montañas del oeste de Indonesia}, dijo un funcionario de transporte aéreo.",
32fe9f0f2eedaf63c9fd0314ab92c4b46297e260.5,"(CNN) -- Two graduate students were found shot to death Thursday night in an apartment a block off the {Louisiana State University} campus, officials said.",What university were the students at ?,Louisiana State University,"(CNN) -- Dos estudiantes graduados fueron encontrados muertos a tiros el jueves por la noche en un apartamento a una cuadra del campus de {la Universidad Estatal de Luisiana}, dijeron los funcionarios.",
3ad41293f3b259847a64ffefbd0b36efaea24cc3.6,"{Roman Polanski} first stormed Hollywood with his psychological thriller, ""Rosemary's Baby,"" in 1968. He remains one of the most celebrated directors in Hollywood and the world, despite not having set foot in the United States in more than three decades.",Who is still a Hollywood insider ?,Roman Polanski,"{Roman Polanski} asaltó Hollywood por primera vez con su thriller psicológico, ""Rosemary's Baby"", en 1968. Sigue siendo uno de los directores más famosos de Hollywood y del mundo, a pesar de no haber puesto un pie en los Estados Unidos en más de tres décadas.",
702c412a8e8fbfed23f7db1f9e3ae5d9bae3e7cc.2,"KENNEDY SPACE CENTER, Florida (CNN) -- The space shuttle Atlantis blasted off successfully Monday afternoon on NASA's fifth and final repair visit to the {Hubble Space Telescope}.",Where will the shuttle visit ?,Hubble Space Telescope,"CENTRO ESPACIAL DE KENNEDY, Florida (CNN) -- El transbordador espacial Atlantis explotó con éxito el lunes por la tarde en la quinta y última visita de reparación de la NASA al {Telescopio Espacial Hubble}.",
6249f653449fce3417e6c973c2d5ab8a438c2b3d.2,The protest campaign -- which uses the hashtag #occupywallstreet on the microblogging site Twitter -- began in {July} with the launch of a simple campaign website calling for a march and a sit-in at the New York Stock Exchange.,when he began the effort ?,July,La campaña de protesta -- que utiliza la etiqueta #ocupywallstreet en el sitio de microblogueo Twitter -- comenzó en {julio} con el lanzamiento de un sitio web de campaña simple que pide una marcha y una sentada en la Bolsa de Nueva York.,
bb2288519cf217d02958f9226ba02194149fe196.9,"""This is new to us,"" Kozlowsky told CNN. ""Finches are much easier to keep under the radar than {roosters} because they make less noise and they wouldn't arouse suspicions if someone had a lot of them."" Watch police haul away the birds »",What type of fighting is more difficult to conceal ?,roosters,"""Esto es nuevo para nosotros,"" Kozlowsky dijo a CNN. ""Las multas son mucho más fáciles de mantener bajo el radar que los {gallos} porque hacen menos ruido y no despertarían sospechas si alguien tuviera muchos de ellos.""",
9e07045668586b9f5c1ca4531030f97aa2ff382d.5,"President {Clinton's} push to overhaul health care failed, and the issue faded from the agenda as the economy recovered, but the ramifications were felt in the next election cycle.",Health care failed under which president ?,Clinton 's,"El impulso del presidente {Clinton} para revisar la atención médica fracasó, y el tema desapareció de la agenda mientras la economía se recuperaba, pero las ramificaciones se sintieron en el próximo ciclo electoral.",
ced2d08def3fd24c5eb6c12f29c43067fd7085ef.3,The 8.0-magnitude quake {hit the small cluster of Samoan islands in the South Pacific} early Tuesday.,Where did the quake strike ?,hit the small cluster of Samoan islands in the South Pacific,El terremoto de magnitud 8.0 {golpeó el pequeño grupo de islas samoanas en el Pacífico Sur} a principios del martes.,
edf3704a0b59c4fd33afc8ba7c79d63e0c9151b4.9,"But it does {not grant full health-care} coverage, which would require an act of Congress, White House spokesman Robert Gibbs said.",Does executive order grant full health coverage ?,not grant full health-care,"Pero {no otorga cobertura completa de salud}, lo que requeriría un acto del Congreso, dijo el portavoz de la Casa Blanca Robert Gibbs.",
035d19e567a5dea62ee20060b1f998e259c0ab44.4,The administration said those savings will stretch {the agency's $48 billion stimulus budget}.,what will savings stretch ?,the agency 's $ 48 billion stimulus budget,La administración dijo que esos ahorros extenderán {el presupuesto de estímulo de 48 mil millones de dólares de la agencia}.,No estaba marcado en el original. 
48f51a9cf3fb49e93083fee3e433326b52579fbf.8,"There is no way that I actually was; my jeans, although dorky, fit just fine. Nevertheless, the disconnect grew worse as puberty approached -- especially in eighth grade, when the body mass index (BMI) entered my life. This is a formula that tells you whether you need to drop pounds -- and while it's generally reliable, {it doesn't take body composition} into account.",What does BMI not take into account ?,it does n't take body composition,"No hay manera de que realmente lo fuera; mis jeans, aunque tontos, encajaban bien. Sin embargo, la desconexión empeoró a medida que se acercaba la pubertad, especialmente en octavo grado, cuando el índice de masa corporal (IMC) entró en mi vida. Esta es una fórmula que te dice si necesitas bajar libras -- y aunque es generalmente confiable, {no tiene en cuenta la composición corporal}.",
fd13c81373473f862d0f3559ffbc2a03fa95f492.6,"(CNN) -- The U.S. Olympic Committee and the International Olympic Committee are expected to ask a federal judge Monday to shut down Web sites they allege {scam customers} trying to buy Olympic tickets, according to court documents.",What did the fake ticket sites do as claimed by USOC and IOC ?,scam customers,"(CNN) -- Se espera que el Comité Olímpico de EE.UU. y el Comité Olímpico Internacional pidan a un juez federal el lunes que cierre sitios web que alegan {estafar a clientes} tratando de comprar boletos olímpicos, según documentos de la corte.",
6afe7b5c03972be1d5c47b32d5bc513660573b2a.6,"(CNN) -- Amid international condemnation after security forces reportedly attacked demonstrators at a peaceful rally, reportedly killing nearly 160 people, the {Guinean government} said Tuesday most of the victims were crushed in the crowd.",Who says most victims were crushed in the crowd ?,Guinean government,"(CNN) - En medio de la condena internacional después de que las fuerzas de seguridad habrían atacado a los manifestantes en una manifestación pacífica y habrían matado a casi 160 personas, {el gobierno guineano} dijo que el martes la mayoría de las víctimas fueron aplastadas entre la multitud.",
cb036a39d4f650e240cad2904874a640aef23ce8.1,"That's good news if you live in Hawaii, where only 6.6 percent of people report frequent mental distress. Not-so-good news for those in Kentucky: In the Bluegrass State, {14.4 percent} of people said they frequently experienced mental distress -- the highest prevalence in the country. Frequent mental distress is defined as having 14 or more mentally unhealthy days during the previous 30-day period.",What is the rate in Kentucky ?,14.4 percent,"Esas son buenas noticias si vives en Hawai, donde sólo el 6,6% de las personas reportan malestar mental frecuente.No tan buenas noticias para los de Kentucky: En el estado de Bluegrass, el {14,4%} de las personas dijo que con frecuencia experimentaban malestar mental, la mayor prevalencia en el país.El malestar mental frecuente se define como tener 14 o más días mentalmente insalubres durante el período de 30 días anterior.",
5f12d119e096d844bd590d3eec1784afe1cb089c.7,(CNN) -- A Singapore man undergoing treatment for cancer was detained for four hours by U.S. immigration officials after the drug he was taking {caused his fingerprints to disappear}.,What does drug do to skin ?,caused his fingerprints to disappear,(CNN) -- Un hombre de Singapur que estaba recibiendo tratamiento para el cáncer fue detenido durante cuatro horas por funcionarios de inmigración de Estados Unidos después de que la droga que estaba tomando {hiciera desaparecer sus huellas dactilares}.,
1f373e4eaa1043f67baa665f5eae5a050adf726f.1,The Filipino will defend his World Boxing Organization (WBO) welterweight title against {Ghanaian Clottey} on March 13 at the $1.2billion home of the Dallas Cowboys football team.,who did Manny fight against ?,Ghanaian Clottey,El filipino defenderá su título de peso welter de la Organización Mundial de Boxeo (WBO) contra el {ghaneses Clottey} el 13 de marzo en el hogar de $1.2 billones del equipo de fútbol de Dallas Cowboys.,"Ghanés, sin plural. "
e8f395b6cddae07589733c35b40fd0ad482ce421.1,"(CNN) -- It's a trip that would make Demi Moore and Ashton Kutcher blush. On {Friday}, the Carnival cruise ship Elation, sponsored by the world's largest nonprofit singles travel group, will make history by hosting the world's first International Cougar Cruise, and we don't mean the animal.",when will the cruise for women sets sail ?,Friday,"(CNN) -- Es un viaje que haría ruborizar a Demi Moore y Ashton Kutcher. El {viernes}, el crucero Carnival Elation, patrocinado por el mayor grupo de viajes sin fines de lucro singles del mundo, hará historia al acoger el primer crucero internacional Cougar, y no nos referimos al animal.",
809a42386e51697caf6baef790b96e044e4739e0.6,"Earlier, Lazio maintained their title bid with a 2-0 win at Brescia to stay {third}, seven points adrift.",What position is Lazio on ?,third,"Anteriormente, Lazio mantuvo su apuesta por el título con una victoria de 2-0 en Brescia para permanecer {tercero}, siete puntos a la deriva.",
16891819e12c08ca1c7c1e279b401f57d67c5911.9,"Residents of {Beaver Creek in Lavonia, Georgia}, say they had no idea a neighbor was holding his family captive.",In which small town did Thurmond and his wife live,"Beaver Creek in Lavonia , Georgia","Los residentes de {Beaver Creek en Lavonia, Georgia}, dicen que no tenían idea de que un vecino tenía a su familia cautiva.",
dfc1f57db9df6e3b675c03108d51b19e63d7c783.9,"Officers emptied the parking lot at the {Benazir Bhutto International} Airport, on the outskirts of Islamabad, said Parvez George of the country's Civil Aviation Authority.",Which airport is on high alert ?,Benazir Bhutto International,"Los oficiales vaciaron el estacionamiento en el {Aeropuerto Internacional Benazir Bhutto}, en las afueras de Islamabad, dijo Parvez George de la Autoridad de Aviación Civil del país.",
8d05f2b673cd1ba9ce3a2544551c0019d38b5ec7.8,(CNN) -- The Winter Olympics has been hit by tragedy after the death of a Georgian competitor {following a crash} during training for the high-speed luge event -- the International Olympic Committee (IOC) and the Georgian Embassy have confirmed.,What happened during the Winter Olympics,following a crash,(CNN) -- Los Juegos Olímpicos de Invierno han sido golpeados por la tragedia después de la muerte de un competidor georgiano {después de un accidente} durante el entrenamiento para el evento de luge de alta velocidad -- el Comité Olímpico Internacional (COI) y la Embajada de Georgia han confirmado.,
2026c0debebe0847aa327959378d1086f3edbb3d.3,"The Putnam County Sheriff's Office on Monday night searched {the neighborhood of Haleigh Ann-Marie Cummings}, who vanished a week ago. Deputies also searched surrounding neighborhoods.",where do they search,the neighborhood of Haleigh Ann-Marie Cummings,"La oficina del sheriff del condado de Putnam registró el lunes por la noche {el barrio de Haleigh Ann-Marie Cummings}, que desapareció hace una semana.",
87f89119f703c3c74eb058585a54520734944e36.3,"The organization, which offers free care at three clinics in Port-au-Prince, says {basic health services are practically non-existent in the capital city}, the result of a public health system marred by mismanagement, strikes and shortages of medical personnel and supplies.",What did the group say ?,basic health services are practically non-existent in the capital city,"La organización, que ofrece atención gratuita en tres clínicas de Puerto Príncipe, dice que {los servicios básicos de salud son prácticamente inexistentes en la capital}, como resultado de un sistema de salud pública plagado de mala gestión, huelgas y escasez de personal y suministros médicos.",
4bc354487d057907e31c6ceb5b923d316919af5f.2,It is a sport littered with {odd words and phrases} and MainSail has put together a list of 10 of the weirdest below.,What does MailSail list ?,odd words and phrases,Es un deporte lleno de {palabras y frases extrañas} y MainSail ha reunido una lista de 10 de los más raros a continuación.,
e0139c1d70be4f8b89ac1b6bef7c2d8a4550c780.4,"{Two children}, 4 and 7, were injured in that shooting and transported to the hospital, the attorney general's office said.",who survives the attack ?,Two children,"{Dos niños}, 4 y 7, resultaron heridos en ese tiroteo y fueron trasladados al hospital, dijo la oficina del fiscal general.",
9c6c18f9702ac47dd914ad0126adc5aade5c24eb.2,"(CNN) -- Around 1,000 people accused of being witches in Gambia have been locked up in secret detention centers and forced to drink {a dangerous hallucinogenic potion}, according to human rights organization Amnesty International.",The victims in the campaign where forced to drink what,a dangerous hallucinogenic potion,"(CNN) - Alrededor de 1.000 personas acusadas de ser brujas en Gambia han sido encerradas en centros de detención secretos y obligadas a beber {una peligrosa poción alucinógena}, según la organización de derechos humanos Amnistía Internacional.",
b764e966efc20d45f950eed36552b4f0aa074ac3.3,"Detectives say they have the Grim Sleeper's DNA, and a ${500,000} reward has been offered for information leading to an arrest and prosecution. The killer shot his victims, police said.",How much is the reward that is being offered ?,500000,"Los detectives dicen que tienen el ADN del Grim Sleeper, y se ha ofrecido una recompensa de ${500.000} por información que lleve a un arresto y procesamiento.",
b15a11d216a338d92e635539e48eac13b6a1e898.8,"The animals were in the {center of the} lagoon and not near guests, she said.",What part of the lagoon were dolphins at ?,center of the,"Los animales estaban en {el centro de} la laguna y no cerca de los huéspedes, dijo.",
baf2532bebf395e835aff0af8044f2ff60e20e84.3,"HARARE, Zimbabwe (CNN) -- Zimbabwean opposition leader {Morgan Tsvangirai} returned to Zimbabwe Saturday for the first time since leaving the country shortly after the controversial March 29 election.",Who returned to ZImbabwe ?,Morgan Tsvangirai,"HARARE, Zimbabwe (CNN) - {Morgan Tsvangirai}, líder de la oposición zimbabuense, regresó a Zimbabwe el sábado por primera vez desde que abandonó el país poco después de las controvertidas elecciones del 29 de marzo.",
