ID pregunta,Historia ingl�s,Pregunta ingl�s,Respuesta ingl�s,Historia espa�ol,
cbf3d9e660706d3a0bd5a1f6334feb259649e612.1,A possible merger between {Ticketmaster and Live Nation} has drawn interest.,Who are in talks to merge ?,Ticketmaster and Live Nation,Una posible fusi�n entre {Ticketmaster y Live Nation} ha suscitado inter�s.,
f0eaf787490422ef96bd84f0022c168e13ec571a.7,"The tiny port town of Edmonston in Prince George's County is billing the thoroughfare as the greenest on the East Coast. The road will help {clean and filter toxic storm water pollution that drains into rivers, and eventually into Chesapeake Bay}.",What will the new road help to do ?,"clean and filter toxic storm water pollution that drains into rivers , and eventually into Chesapeake Bay","La peque�a ciudad portuaria de Edmonston en el condado de Prince George est� facturando la v�a p�blica como la m�s verde de la costa este. La carretera ayudar� a {limpiar y filtrar la contaminaci�n t�xica del agua de tormenta que drena en los r�os, y eventualmente en la bah�a de Chesapeake}.",
f510275cf5b4bb8b659f82012e145ece25c82547.2,"Meanwhile, top seed Francesca Schiavone won the Barcelona Ladies' Open after thrashing fellow Italian {Roberta Vinci} 6-1 6-1 in just under an hour in Saturday's final.",what Italian top seed Francesca Schiavone wins Barcelona ?,Roberta Vinci,"Mientras tanto, Francesca Schiavone gan� el Barcelona Ladies' Open despu�s de golpear a su compa�ero italiano {Roberta Vinci} 6-1 6-1 en poco menos de una hora en la final del s�bado.",
85afdc41638cd05dbd2e1db2bad8662b8cc61fba.9,(CNN) -- The International Committee of the Red Cross expressed its concern Wednesday over what may have been the {improper use of its emblem} in the daring rescue last month of 15 hostages in Colombia.,What is the committee probing ?,improper use of its emblem,(CNN) -- El Comit� Internacional de la Cruz Roja expres� su preocupaci�n el mi�rcoles por lo que pudo haber sido {el uso indebido de su emblema} en el audaz rescate el mes pasado de 15 rehenes en Colombia.,
f5ef6cca56950e00fcdb5b4ab80b1092767b6957.1,"Yet it also opens a window into Jackson's final hours, revealing information about the singer's treatment and the drugs given him by {Dr. Conrad Murray}, his personal physician, before his death. Watch a panel discuss Jackson's death �",Who said he worried Jackson was becoming addicted to propofol ?,Dr. Conrad Murray,"Sin embargo, tambi�n abre una ventana a las �ltimas horas de Jackson, revelando informaci�n sobre el tratamiento del cantante y las drogas que le dio {el Dr. Conrad Murray}, su m�dico personal, antes de su muerte.",
f5a99497f678544f6005599191171afce44fe4f2.3,"LONDON, England (CNN) -- Is there a filmmaker in the world with worse luck than {Terry Gilliam}? He was directing Heath Ledger in ""The Imaginarium of Doctor Parnassus,"" when the actor died -- and it's not the first time he has lost a leading man.",What is Gilliam 's first name ?,Terry Gilliam,"LONDRES, Inglaterra (CNN) -- �Hay un cineasta en el mundo con peor suerte que {Terry Gilliam}? Estaba dirigiendo Heath Ledger en ""The Imaginarium of Doctor Parnassus"", cuando el actor muri� -- y no es la primera vez que ha perdido a un l�der.",
314bb5c71f22a6fbaa8d11ec5291875b3d04d378.3,"Iran already faces U.N. sanctions and the five permanent Security Council members -- the {United States, Britain, Russia, China and France}, all of which have veto power -- have been engaged along with Germany in discussions about possible further measures.",who are discussing possible actions ?,"United States , Britain , Russia , China and France","Ir�n ya se enfrenta a sanciones de las Naciones Unidas y los cinco miembros permanentes del Consejo de Seguridad -- los {Estados Unidos, Gran Breta�a, Rusia, China y Francia}, todos los cuales tienen poder de veto -- han participado junto con Alemania en conversaciones sobre posibles medidas adicionales.",
ecb913720a8246ed20658de2299afe941bb3b293.1,"The former Army truck driver asked for a reprieve from deployment because her husband travels for business and they {would have no one to care for their children if she was sent overseas}. Until Monday, her request had been denied.",What did she argue ?,would have no one to care for their children if she was sent overseas,"El ex camionero del Ej�rcito pidi� una suspensi�n del despliegue porque su marido viajaba por negocios y {no tendr�an a nadie que cuidara de sus hijos si la enviaran al extranjero}. Hasta el lunes, su solicitud hab�a sido denegada.",
f68bf0d007a093884b8dd2975c1f659a965d23c6.7,"This negative trend has emerged as the {2010 census} confirmed for the first time that Hispanics are the nation's No. 2 group, surpassing African-Americans.",Who confirmed the report ?,2010 census,"Esta tendencia negativa ha surgido cuando {el censo de 2010} confirm� por primera vez que los hispanos son el grupo n�mero 2 de la naci�n, superando a los afroamericanos.",
66fb5ec58884813ca54ad2242f38ddd57c00c423.6,"Lewis described the killing as an instance of ""{workplace violence}"" but did not elaborate. Watch chief, acquaintances talk about Clark �",What is the crime described as ?,workplace violence,"Lewis describi� el asesinato como un ejemplo de ""{violencia en el lugar de trabajo}"", pero no explic�.",
d2266b125f2c689f47a47d8ecad546e00b6ba48b.3,"""{Kraft Foods} is doing this because of the desire expressed by some Cadbury security holders to have a greater proportion of the offer in cash,"" Kraft said in a statement.",Who extends deadline in takeover bid for Cadbury ?,Kraft Foods,"""{Kraft Foods} est� haciendo esto debido al deseo expresado por algunos titulares de seguridad de Cadbury de tener una mayor proporci�n de la oferta en efectivo"", dijo Kraft en un comunicado.",
6002b47ac98e56969803333ce0bfd72c8c4c1451.1,The infection soon became the {blood poisoning} that killed the whiskey mogul.,What did Jack Daniel lose to ?,blood poisoning,La infecci�n pronto se convirti� en {el envenenamiento sangu�neo} que mat� al magnate del whisky.,
dbcb64b306171fb7e8b0d6270b0c230fa476213d.5,"Meet Vanilla Ice Nick Voss, 21, who got fired from a job at the airport because all he wanted to do was dance. Silly airport. Those planes don't need to know where they're going! What Nick lacks in vocal talent and fully-grown-in eyebrows, he makes up for with fancy footwork and enthusiastic family members. Stevecrest Jones even did an overhead clap during Nick's rendition of Elvis Presley's ""Trouble."" A beaten-down L.A. Reid immediately gave in, ""because this is really the entertainment business."" Wise Paula suggested Nick lose the {Michael Jackson choreography and focus on his vocals}, and Simon declared ""Nick, I absolutely love you."" He had to. The episode was getting that bad.",What Paula thinks Nick lost ?,Michael Jackson choreography and focus on his vocals,"Conoce a Vanilla Ice Nick Voss, de 21 a�os, que fue despedido de un trabajo en el aeropuerto porque todo lo que quer�a hacer era bailar. Aeropuerto tonto. Esos aviones no necesitan saber a d�nde van! Lo que Nick carece de talento vocal y cejas completamente maduras, lo compensa con el elegante trabajo de pies y entusiastas miembros de la familia. Stevecrest Jones incluso hizo una palmada durante la interpretaci�n de Nick de ""Trouble"" de Elvis Presley. Un L.A. Reid golpeado inmediatamente cedi�, ""porque este es realmente el negocio del entretenimiento."" Sabia Paula sugiri� Nick perder {la coreograf�a de Michael Jackson y centrarse en sus voces}, y Simon declar� ""Nick, te amo absolutamente"".",Sacar la coreograf�a. 
7ca113d708aae140235fd2f0a426b6ce413f86aa.9,"The whole {global warming} debate has been distorted from the start by intellectual self-ghettoization. Suffused by self-righteousness, the East Anglian scientists felt entitled to twist the evidence and delete the counter-evidence. iReport: Share your thoughts on climate change",what is the debate about,global warming,"Todo el debate sobre {el calentamiento global} ha sido distorsionado desde el principio por la auto-guetoizaci�n intelectual. Suficiente por la auto-justicia, los cient�ficos de East Anglian se sent�an con derecho a torcer la evidencia y eliminar la contra-evidencia. iReport: Comparta sus pensamientos sobre el cambio clim�tico",
477b8f0bf113c7bf1976faeceed13e7e5a76b5e6.6,"But {changes in currents and water temperature} apparently confused the juvenile birds, who strayed too far north to the warm beaches of Salvador, Brazil, 870 miles north of Sao Paulo, Brazil. Watch the penguins march into the sea �",What could have led the penguins astray ?,changes in currents and water temperature,"Pero {los cambios en las corrientes y la temperatura del agua} aparentemente confundieron a las aves j�venes, que se desviaron demasiado al norte hacia las c�lidas playas de Salvador, Brasil, a 870 millas al norte de Sao Paulo, Brasil.",
3ddbce0e0e50ba0cebe08915871b78eff3d010a0.9,"In the U.S., the footprint per capita is {two} times the world average; in other countries it is half the world average and you can imagine if everyone was going to have the same water footprint as in the U.S. -- it is impossible. So there is an equitability issue, like with C02 emissions. You have the Kyoto Protocol on tradable C02 emissions and the parallel is a tradable water footprint system.",The U.S. water footprint per capital is how many times the world average ?,two,"En Estados Unidos, la huella per c�pita es {dos} veces superior a la media mundial; en otros pa�ses es la mitad de la media mundial y se puede imaginar si todo el mundo iba a tener la misma huella de agua que en Estados Unidos, es imposible. As� que hay un problema de equidad, como con las emisiones de C02. Tienen el Protocolo de Kyoto sobre las emisiones de C02 negociables y el paralelo es un sistema de huella de agua negociable.",
64f045b300264bd889286d3fc1145ab3251f462b.7,Authorities also discovered {Emmett Till's} original casket in a dilapidated garage on the cemetery grounds. The casket had been replaced by a new one after Till's body was exhumed in 2005.,Whose original casket was found ?,Emmett Till 's,Las autoridades tambi�n descubrieron el ata�d original de {Emmett Till} en un garaje en ruinas en el cementerio.El ata�d hab�a sido reemplazado por uno nuevo despu�s de que el cuerpo de Till fue exhumado en 2005.,
02377b6c36b250e3d1ce666fc495f1066999e67d.8,U.N. Secretary-General Ban Ki-moon has focused on {global warming policy by world governments}.,What has Ban focused on ?,global warming policy by world governments,"El Secretario General de las Naciones Unidas, Ban Ki-moon, se ha centrado en {la pol�tica de calentamiento global de los gobiernos mundiales}.",
2d4c55735d9291bc7bd57fb1a8ec8468bcf9ed55.1,"The Israeli newspaper Maariv reported Monday that Peres used his influence to persuade {Washington} to abandon its plans to base a missile defense shield system in Poland and the Czech Republic, a proposal that had rankled Moscow.","According to an Israeli paper , whose defense plans did Israel help change ?",Washington,"El peri�dico israel� Maariv inform� el lunes que Peres utiliz� su influencia para persuadir a {Washington} de abandonar sus planes de basar un sistema de escudos de defensa con misiles en Polonia y la Rep�blica Checa, una propuesta que hab�a anonadado a Mosc�.",
8f7c7c6695d3df216e1d68a6bac571812add1010.9,"The Manchester band was one of the pioneers of the Britpop movement of the early '90s, along with British band {Blur}.",What other band was famous ?,Blur,"La banda de Manchester fue uno de los pioneros del movimiento Britpop de principios de los 90, junto con la banda brit�nica {Blur}.",
26caf51f5a53e1a5f1ae7bab37d536c2e711dc34.8,"As {Clinton} tries to win over the undecided superdelegates, she argued Sunday that she would be the stronger candidate to face Republican John McCain in the fall.",Who claims they 'd be a stronger candidate than McCain ?,Clinton,"Mientras {Clinton} trata de ganarse a los superdelegados indecisos, argument� el domingo que ser�a la candidata m�s fuerte para enfrentar al republicano John McCain en el oto�o.",
72a2bf81bbceb8f4346733a55682439ec5ff5357.2,"For the Tea Party momentum to continue in a constructive way, it will need to take at least two further steps: First, repudiate the unhinged Obama-haters and then focus its anger at {fiscal irresponsibility into policy proposals} instead of bumper-sticker platitudes.",what must the movement focus on,fiscal irresponsibility into policy proposals,"Para que el impulso del Partido del T� contin�e de una manera constructiva, tendr� que dar al menos dos pasos m�s: Primero, repudiar a los odiadores de Obama y luego enfocar su ira ante {la irresponsabilidad fiscal en propuestas pol�ticas} en lugar de t�picos de parachoques.",
3400e073a8cc770c31fffda9cd1cc81be777c2fd.5,"""{We haven't received any direct feedback from competitors},"" said Brian Gries, Burger King's vice president of marketing impact.",What does the BK executive have to say about the situation ?,We have n't received any direct feedback from competitors,"""{No hemos recibido ninguna respuesta directa de los competidores}"", dijo Brian Gries, vicepresidente de impacto de marketing de Burger King.",
f5d6bbb0be9a3fbe976ceb457832ca40de76d2ef.4,"Hamdo said, though, that the opposition fighters ""{expect another confrontation}"" as the government forces regroup outside the town.",what does the Opposition official said ?,expect another confrontation,"Hamdo dijo, sin embargo, que los combatientes de la oposici�n ""{esperan otra confrontaci�n}"" mientras las fuerzas gubernamentales se reagrupan fuera de la ciudad.",
60b472913d3fc7baa13e33fb10d378f90285e753.1,"Port-au-Prince, {Haiti} (CNN) -- When the earth started to shake on January 12, Rocher Joseph-Michelet was in his tiny, one-room apartment, composing lyrics for the upcoming Carnivale in Port-au-Prince.",which country is in rubble from an earthquake ?,Haiti,"Puerto Pr�ncipe, {Hait�} (CNN) -- Cuando la tierra comenz� a temblar el 12 de enero, Rocher Joseph-Michelet estaba en su peque�o apartamento de una habitaci�n, componiendo letras para el pr�ximo Carnaval en Puerto Pr�ncipe.",
71d6daf5748a20eabdeaa3978b4764e60e68f859.5,"""The Capitol Power Plant, sitting just blocks from Capitol Hill, symbolizes {the stranglehold coal has over our government and future},"" the group said on its Web site.",What does the plant symbolize ?,the stranglehold coal has over our government and future,"""La planta de energ�a del Capitolio, situada a pocas cuadras del Capitolio, simboliza {el estrangulamiento que el carb�n tiene sobre nuestro gobierno y el futuro}"", dijo el grupo en su sitio web.","No es estrangulamiento, es dominio u opresi�n."
7a6617bc038160b31c4c44a132f8700c568e3b85.3,(CNN) -- {Samoa} will switch its driving from the right side to the left side of the road on Monday in a move opponents have called ill-conceived and said will lead to dozens of wrecks and fatalities.,Which countries switched from driving on left side to the right ?,Samoa,(CNN) -- {Samoa} cambiar� su conducci�n del lado derecho al lado izquierdo de la carretera el lunes en un movimiento que los oponentes han llamado mal concebido y dijo que llevar� a docenas de naufragios y muertes.,
eaa7eaa6601b9d3c1c0ba8a7f6c39f44c9474eba.1,"(CNN) -- {Nineteen} former patients at a Denver, Colorado, hospital have tested positive for hepatitis C, federal prosecutors said Thursday as they announced new charges against a former hospital employee accused of exposing the patients to the virus.",How many former patients tested positive ?,Nineteen,"(CNN) -- {Diecinueve} ex pacientes en un hospital de Denver, Colorado, han dado positivo para hepatitis C, dijeron los fiscales federales el jueves cuando anunciaron nuevos cargos contra un ex empleado del hospital acusado de exponer a los pacientes al virus.",
7e6e3c68fc106b48c7c6ac22f73e82eaa7d5b30a.2,"""{It's important for women to have a strong shoe},"" she says. ""Then you can wear anything on top. With a strong shoe on, you're good to go.""",What did Kristin Davis say about her new fashion line ?,It 's important for women to have a strong shoe,"""{Es importante para las mujeres tener un zapato fuerte}"", dice. ""Entonces puedes usar cualquier cosa encima. Con un zapato fuerte, est�s listo para ir"".",
daca47b7d98f341d14a885bc635d72e972bde6c9.6,"NEW YORK (CNN) -- Hundreds of people converged on New York's Union Square Friday for the May Day Immigration Rally, calling for {workers' rights and a path to citizenship for the country's nearly 12 million undocumented immigrants}.",What does the rally seek to do ?,workers ' rights and a path to citizenship for the country 's nearly 12 million undocumented immigrants,"NUEVA YORK (CNN) - Cientos de personas convergieron en la Union Square de Nueva York el viernes para el Rally de Inmigraci�n del Primero de Mayo, pidiendo {los derechos de los trabajadores y un camino hacia la ciudadan�a para los casi 12 millones de inmigrantes indocumentados del pa�s}.",
f6bb73c519f64557928da7837a8101cad767662a.4,"The president's proposed cuts in health care spending will result in limited treatment options for patients, and by shifting the burden of debt to the next generation of Americans, {our children will} be the ones helping to defer the outrageous costs.",Who would be burdened with the enormous cost ?,our children will,"Los recortes propuestos por el presidente en el gasto en atenci�n m�dica resultar�n en opciones de tratamiento limitadas para los pacientes, y al transferir la carga de la deuda a la pr�xima generaci�n de estadounidenses, {nuestros hijos ser�n} los que ayudar�n a aplazar los costos escandalosos.",
0b6bb4b4dafd81a7634b41c67bd13d57c7aa3cdc.9,"Approximately one out of every 22 patients who checks into a U.S. hospital acquires a bacterial infection, adding more than $28 billion to health care costs, according to a 2009 report from the Centers for Disease Control and Prevention.",What amount do hospital-acquired infections add to health care annually ?,more than $ 28 billion,"Aproximadamente uno de cada 22 pacientes que ingresa en un hospital de los Estados Unidos adquiere una infecci�n bacteriana, a�adiendo {m�s de $28 mil millones} a los costos de atenci�n m�dica, seg�n un informe de 2009 de los Centros para el Control y la Prevenci�n de Enfermedades.",No estaba marcado en el original. 
19b51a4b155b86fae01204ecd0dbbc5e28a55e25.5,"In 1991, Leibovitz {photographed a nude and extremely pregnant Demi Moore for the cover of Vanity Fair}. The issue, considered scandalous at the time, was sold in many places nationwide with a sheath of white paper.",What photos are among Leibovitz 's most controversial works ?,photographed a nude and extremely pregnant Demi Moore for the cover of Vanity Fair,"En 1991, Leibovitz {fotografi� a un desnudo y extremadamente embarazada Demi Moore para la portada de Vanity Fair}. El tema, considerado escandaloso en ese momento, fue vendido en muchos lugares a nivel nacional con una vaina de papel blanco.",A Demi Moore desnuda y con un embarazado muy avanzado para�
678683c8b3a5b8c611ac1eaaa859e66ec922d350.9,"O'Keefe, 25, and co-defendants Joseph Basel, 24, Robert Flanagan, 24, and Stan Dai, 25, were each fined $1,500, placed on probation and ordered to do {community service}, according to a Department of Justice statement.",What were defendants ordered to do ?,community service,"O'Keefe, de 25 a�os, y los coacusados Joseph Basel, de 24 a�os, Robert Flanagan, de 24 a�os, y Stan Dai, de 25, fueron multados cada uno $1,500, puestos a prueba y ordenados a hacer {servicio comunitario}, seg�n una declaraci�n del Departamento de Justicia.",
fbcde3a063a916a72aa86a088d7d90cf33d0cb96.9,"(CNN) -- A videotape on a Russian Web site allegedly showing a {State Department employee having sex} with a prostitute is a ""smear campaign"" meant to discredit the man, a State Department spokesman said Thursday.",what does the Russian site allegedly shows ?,State Department employee having sex,"(CNN) -- Una cinta de v�deo en un sitio web ruso supuestamente mostrando a {un empleado del Departamento de Estado teniendo relaciones sexuales} con una prostituta es una ""campa�a de difamaci�n"" destinada a desacreditar al hombre, dijo el jueves un portavoz del Departamento de Estado.",
4fcbd3606a7c070406ddaf0f9c67bfbb5e95324e.6,"One of the soldiers had taken on the temporary work to earn enough money to buy {a lightweight Kevlar protective vest} similar to the ones used by U.S. troops, while another soldier was trying to earn money for desert boots, gloves, and sunglasses, the Telegraph said.",What did the soldiers buy ?,a lightweight Kevlar protective vest,"Uno de los soldados hab�a tomado el trabajo temporal para ganar suficiente dinero para comprar {un chaleco protector ligero de Kevlar} similar al utilizado por las tropas estadounidenses, mientras que otro soldado estaba tratando de ganar dinero para botas, guantes y gafas de sol del desierto, dijo el Telegraph.",
81651fc015f2db10f24327d11b1a3748a19466f9.9,"KHARTOUM, Sudan (CNN) -- A Sudanese court found a British teacher guilty of {insulting religion} and sentenced her to 15 days in prison Thursday for allowing a teddy bear to be named ""Mohammed,"" British authorities and her lawyer reported.",What was the British teacher in Sudan found guilty of ?,insulting religion,"KHARTOUM, Sudan (CNN) - Un tribunal sudan�s declar� a una maestra brit�nica culpable de {insultar la religi�n} y la conden� a 15 d�as de prisi�n el jueves por permitir que un oso de peluche se llamara ""Mohammed"", informaron las autoridades brit�nicas y su abogado.",
dcef6ceba198fbcaac6b63154286d04919e580b7.1,"LONDON, England (CNN) -- The British police practice of keeping DNA records of anyone they arrest is a human rights violation, {The European Court of Human Rights} ruled unanimously Thursday.",Who ruled on the case ?,The European Court of Human Rights,"LONDRES, Inglaterra (CNN) -- La pr�ctica de la polic�a brit�nica de llevar registros de ADN de cualquiera que arresten es una violaci�n de los derechos humanos, {el Tribunal Europeo de Derechos Humanos} fall� un�nimemente el jueves.",
156be0d78de30d12647111f998b1fadcf2c489e5.5,"Clarkson definitely made time to perform in Allen's latest film, ""{Whatever Works}."" The movie centers on a quirky, grouchy New Yorker -- played by the aptly cast Larry David -- who abandons his privileged life to become more Bohemian and hooks up with a younger woman played by Evan Rachel Wood.",What is Woody Allen 's new film ?,Whatever Works,"Clarkson definitivamente hizo tiempo para actuar en la �ltima pel�cula de Allen, ""{Whatever Works}"". La pel�cula se centra en un neoyorquino peculiar y gru��n, interpretado por el adecuado elenco Larry David, que abandona su vida privilegiada para convertirse en m�s bohemio y se conecta con una mujer m�s joven interpretada por Evan Rachel Wood.",
3ae90745918e22a3c619bbdbc00f9ca90408d938.2,"(CNN) -- Mount Redoubt volcano in southern Alaska has erupted again, shooting ash as high as {45,000} feet in the air on Saturday, experts said.","The rruption sent ash how high , according to experts ?",45000,"(CNN) -- El volc�n Monte Redoubt en el sur de Alaska ha vuelto a estallar, disparando cenizas hasta {45.000} pies en el aire el s�bado, dijeron los expertos.",
ac19c7c394491dfbf19af9b82c9f5bcf0bb3d944.4,"(CNN) -- Each year, Dr. Paul Dell and his wife, Ruthie, host Hand Camp, {a refuge for children and teens with upper-limb abnormalities}.",What was the camp for ?,a refuge for children and teens with upper-limb abnormalities,"(CNN) -- Cada a�o, el Dr. Paul Dell y su esposa, Ruthie, anfitri�n de Hand Camp, {un refugio para ni�os y adolescentes con anomal�as en las extremidades superiores}.",
528dd38be55bad5a3cca4a424fec288b720a309a.4,"A few minutes later, I jumped out of the first meeting to call into the second. I said, ""Hello, this is {Josh}, I'm here on mute, OK, thanks.""",What writer discussed caring for a child during a conference call ?,Josh,"Unos minutos m�s tarde, salt� de la primera reuni�n para llamar a la segunda. Le dije: ""Hola, soy {Josh}, estoy aqu� en silencio, OK, gracias"".",
c9aded02e017fbe45a392cf5f62bae3e002cafe8.2,"WASHINGTON (CNN) -- {All 50 states plus Puerto Rico and Washington, D.C.}, submitted applications to the Department of Transportation for grants to fund DOT projects, but -- in a sign of tough economic times coupled with a shortage of federal dollars -- not everyone is finding presents under the federal Christmas tree this year.",Where did the applications come from ?,"All 50 states plus Puerto Rico and Washington , D.C.","WASHINGTON (CNN) -- {Los 50 estados m�s Puerto Rico y Washington, D.C.}, presentaron solicitudes de subvenciones al Departamento de Transporte para financiar proyectos DOT, pero -- en un signo de tiempos econ�micos dif�ciles junto con una escasez de d�lares federales -- no todo el mundo est� encontrando regalos bajo el �rbol de Navidad federal este a�o.",
2ab17f3257e34ba2979ced501e418fd9a8c415db.6,"{The curtain} will go down on the act for the last time on March 28, according to the Tropicana Las Vegas, where the show runs on the Strip.",What goes down the last time March 28th ?,The curtain,"{La cortina} bajar� en el acto por �ltima vez el 28 de marzo, seg�n el Tropicana Las Vegas, donde el espect�culo corre en el Strip.",
257b7ca82f50607e46df124f1be500546c8d37b3.2,"The New Year got under way with {blasting horns and fireworks} shot from the Sky Tower as revelers partied Friday morning in Auckland, New Zealand.",What blares in New Zealand ?,blasting horns and fireworks,"El A�o Nuevo comenz� con {cuernos y fuegos artificiales} disparados desde la Torre del Cielo mientras los juerguistas festejaban el viernes por la ma�ana en Auckland, Nueva Zelanda.","No cuernos, fuertes bocinazos. "
6b4941d8f4bbfd75075b070c7788569234b74610.4,"Identifying a plant species can be tricky, Kress said, so these technologies also would ensure that {nonprofessional} data is good enough to use for scientific research.",What type of data will the iPhone app use to automatically identify plants ?,nonprofessional,"Identificar una especie de planta puede ser complicado, dijo Kress, por lo que estas tecnolog�as tambi�n asegurar�an que los datos {no profesionales} sean lo suficientemente buenos como para usarlos para la investigaci�n cient�fica.",
660cf237c7047f7d56e1b24348449ffa03e1d9af.9,"(CNN) -- When 3-year-old {Rowan Isaacson} darted away from his father and dived into a herd of grazing horses, it easily could have been the end of the small autistic boy. He was babbling under the hooves of a boss mare.",Who can ride horses ?,Rowan Isaacson,"(CNN) -- Cuando {Rowan Isaacson}, de 3 a�os, se alej� de su padre y se sumergi� en una manada de caballos de pastoreo, f�cilmente pudo haber sido el final del peque�o chico autista. Estaba balbuceando bajo las pezu�as de una yegua jefe.",
c1681c4065c1494ad07fae33ab885b8071e2dac6.1,"(CNN) -- A grizzly bear attacked and killed a hunter Friday in a {remote part of northwestern Montana} before being gunned down itself, authorities said.",Where was the attack ?,remote part of northwestern Montana,"(CNN) -- Un oso pardo atac� y mat� a un cazador el viernes en {una parte remota del noroeste de Montana} antes de ser asesinado a tiros, dijeron las autoridades.",
1b29db07d10737274b210ca5a300152826e90142.5,First lady {Michelle Obama} listens to remarks during a health care forum at the White House on Friday.,Who delivered marks on health care reform ?,Michelle Obama,La primera dama {Michelle Obama} escucha comentarios durante un foro de atenci�n m�dica en la Casa Blanca el viernes.,
bff2051495e5c579c2cc17e7f9cfea936cec4f25.4,"Heavy fighting in Mogadishu and across Somalia has driven {more than a million} people from their homes. The lawlessness has also spilled onto the seas off the Horn of Africa, where international vessels are routinely hijacked by suspected Somali pirates who demand large ransoms.",Fighting has driven how many from their homes ?,more than a million,"Los intensos combates en Mogadiscio y en toda Somalia han expulsado de sus hogares a {m�s de un mill�n} de personas, y la anarqu�a tambi�n se ha derramado sobre los mares situados frente al Cuerno de �frica, donde los buques internacionales son secuestrados sistem�ticamente por presuntos piratas somal�es que exigen grandes rescates.",
63f60ddf050d9f97a492c601b2dd1a23072a01f9.1,"(CNN) -- Hundreds of Egyptians took part Monday in the funeral of {Marwa Sherbini}, an Egyptian woman who was stabbed to death last week in the German city of Dresden in a crime believed to be racially motivated.",Who was killed in the courtroom ?,Marwa Sherbini,"(CNN) -- Cientos de egipcios participaron el lunes en el funeral de {Marwa Sherbini}, una mujer egipcia que fue apu�alada hasta la muerte la semana pasada en la ciudad alemana de Dresde en un crimen que se cree que tiene motivos raciales.",
e8b119c40d8eb580a077f248996d547fb84f1770.7,{Ted Epperly says recruiting more primary care doctors would improve access to quality health} care.,Do studies show that primary care doctors improve health-care outcomes according to Epperly ?,Ted Epperly says recruiting more primary care doctors would improve access to quality health,{Ted Epperly dice que contratar m�s m�dicos de atenci�n primaria mejorar�a el acceso a una atenci�n m�dica de calidad}.,Queda en el medio �atenci�n�.
139651baebf835aadc16eef5e487ad8f2cf11814.9,"The newspaper USA Today reported last week that there has been a sharp increase in the unemployment rate for {male veterans of the Iraq and Afghanistan wars}. The paper said that such unemployment has tripled since the recession began, having reached 15 percent last month. More than 250,000 of the male veterans were said to be unemployed last month, with another 400,000 having left the workforce for various reasons: to raise children, or attend college, or because they have just stopped trying to find work.",Who does Greene say has a serious unemployment problem ?,male veterans of the Iraq and Afghanistan wars,"El peri�dico USA Today inform� la semana pasada que ha habido un fuerte aumento en la tasa de desempleo para {los veteranos varones de las guerras de Irak y Afganist�n}. El peri�dico dijo que dicho desempleo se ha triplicado desde que comenz� la recesi�n, habiendo alcanzado el 15 por ciento el mes pasado. M�s de 250.000 de los veteranos varones se dice que estaban desempleados el mes pasado, con otros 400.000 que han dejado la fuerza laboral por varias razones: para criar hijos, o asistir a la universidad, o porque han dejado de tratar de encontrar trabajo.",
4a0317f8697924388961ea846009c286527d8b55.3,"After the breakdown in negotiations, a grand jury indicted Edwards, a former Democratic vice presidential nominee, on {six felony counts}.",What were the charges that he was indicted on ?,six felony counts,"Despu�s de la ruptura de las negociaciones, un gran jurado acus� a Edwards, un ex candidato dem�crata a la vicepresidencia, por {seis delitos graves}.",
b8faed32e346624d76b135cb88d31512a208037f.6,"NEW YORK (CNN) -- Nearly 27 years ago, amid a crowd of people in Central Park, {Ruth Bendik's wallet} was stolen. The culprit is still at large, but the wallet has been found -- in the hollow trunk of a cherry tree.",What was snatched in 1982 ?,Ruth Bendik 's wallet,"NUEVA YORK (CNN) -- Hace casi 27 a�os, en medio de una multitud de personas en Central Park, {la cartera de Ruth Bendik} fue robada. El culpable sigue pr�fugo, pero la cartera ha sido encontrada -- en el tronco hueco de un cerezo.",
75f9009074040c8aa76e2a99875604abd9eb6aaa.1,"As June approached, Spieker, 36, was told his hours and commission were being cut as {Florida's economy sank}.",Flordia man 's pay was reduced why ?,Florida 's economy sank,"A medida que junio se acercaba, Spieker, de 36 a�os, se le dijo que sus horas y la comisi�n estaban siendo cortadas mientras {la econom�a de Florida se hund�a}.",
630140753cfdeb90c15875f5002e1f1050c939a2.1,"The Dreamtime Circus is a troupe of fire dancers, jugglers, aerialists, clowns and musicians who travel the world to share the uplifting experience of the circus with the peoples of the world. During their travels, the troupe aims to support {local organizations working on vital environmental, health, and humanitarian issues} that impact the communities they visit.",What does Dreamtiem Circus support ?,"local organizations working on vital environmental , health , and humanitarian issues","El Dreamtime Circus es una compa��a de bailarines de fuego, malabaristas, aeron�uticos, payasos y m�sicos que viajan por el mundo para compartir la experiencia edificante del circo con los pueblos del mundo. Durante sus viajes, la compa��a pretende apoyar a {las organizaciones locales que trabajan en cuestiones ambientales, sanitarias y humanitarias vitales} que afectan a las comunidades que visitan.",
3182006b7e4fda33fda96504b96beff48f0e90df.6,The delay -- the third one this month -- was announced {Friday afternoon} by a Los Angeles County Superior Court spokesman.,when did this happen,Friday afternoon,"El retraso, el tercero de este mes, fue anunciado {el viernes} por un portavoz de la Corte Superior del Condado de Los �ngeles.",Falta �por la tarde�. 
